timestamp,t,a,curvature,x0,y0,psi,K,S,N,E,H,A,R,V,text
2025-11-30T10:14:12.495734,1.093658,1.009686,-0.005804,-0.029295,0.008135,-0.175942,-0.048740,0.649732,-0.215875,0.100000,0.793356,0.545819,0.598217,0.866639,ばなな
0.049,1.007,0.004,-0.097,0.002,0.003,0.039,-0.087,0.190,0.498,0.998,1.000,0.777
0.005,0.991,0.005,0.091,0.002,0.000,0.004,-0.043,0.125,0.502,0.998,1.000,0.667
