timestamp,step,text,t,a,curvature,x0,y0,energy_density,temperature,mode,outcome,p00,p01,p10,p11,gamma,S_ent
2025-11-30T15:44:35.411806,1,歩く,0.442415,1.014344,-0.001279,-0.073531,-0.009688,0.958174,0.985859,collapsed,01,0.100292,0.800146,0.086802,0.012761,0.16708,0.256563
2025-11-30T15:44:46.699306,2,すすむ,0.705702,1.022977,-0.011732,-0.041432,-0.04211,0.934118,0.977539,collapsed,01,0.283478,0.704086,0.010378,0.002058,0.311612,0.04911
2025-11-30T15:44:49.505646,3,うたう,0.876171,1.028607,-0.005482,0.07937,-0.201004,0.918866,0.972189,collapsed,10,0.157918,0.034739,0.770554,0.036789,0.479015,0.414453
2025-11-30T15:44:52.634089,4,おどる,1.191742,1.039109,-0.00757,0.085532,-0.034023,0.891285,0.962363,collapsed,00,0.287809,0.169531,0.26091,0.28175,0.736101,0.667763
2025-11-30T15:44:55.602336,5,はしる,1.668938,1.055195,0.007689,0.102783,0.021999,0.851143,0.947693,collapsed,01,0.128281,0.391225,0.247986,0.232508,0.546253,0.655297
