timestamp,step,t,a,curvature,x0,y0,mode,outcome,p00,p01,p10,p11,gamma,S_ent,text
2025-11-30T07:05:25.813447,1,1.074189,1.025743,-0.002234,-0.408932,0.097368,normal,11,0.363143,0.149332,0.100383,0.387143,0.672548,1.803306,i am a pen
2025-11-30T07:18:36.659324,1,1.072242,1.011618,-0.003294,-0.068123,0.104897,normal,00,0.515304,0.286671,0.028416,0.169608,0.625767,1.101932
2025-11-30T07:18:46.524595,2,2.828318,1.010556,-0.012028,-0.088060,0.184009,BH_core,10,0.364576,0.139577,0.480378,0.015469,0.893437,1.059406
2025-11-30T07:18:50.482172,3,4.373830,0.992036,-0.014640,-0.177351,0.230106,normal,01,0.102851,0.464995,0.190450,0.241704,0.902596,1.249057
2025-11-30T07:19:09.591713,4,6.067353,0.982122,-0.017355,-0.200861,0.224068,normal,01,0.265138,0.296411,0.211956,0.226495,0.936705,1.377586
2025-11-30T07:23:47.027481,1,1.148512,0.989354,-0.004508,-0.012674,0.029814,white_reemission,11,0.356341,0.091639,0.082394,0.469626,0.905530,1.147332
2025-11-30T07:28:00.355683,1,0.675734139,1.024674054,-0.031588418,-0.028584459,-0.042818322,normal,00,0.334379149,0.146730437,0.283977583,0.234912831,0.224924494,1.941396234
2025-11-30T07:28:26.087856,2,1.316896429,1.020302751,-0.027901310,-0.030492536,-0.017182765,normal,00,0.531771699,0.158463777,0.142300183,0.167464341,0.467734432,1.737694043
2025-11-30T07:28:27.529472,3,2.499956956,1.038407341,-0.029507132,-0.033073429,0.019413253,normal,01,0.097490473,0.515644834,0.278997518,0.107867175,0.200525287,1.680520483
2025-11-30T07:28:31.178383,4,3.556483104,1.020751598,-0.025070724,-0.047063919,-0.015662455,normal,10,0.316088921,0.130539554,0.350627745,0.202743780,0.182487983,1.905580781
2025-11-30T07:28:33.205342,5,4.277057050,1.044978640,-0.037660025,-0.060103739,-0.063058248,normal,11,0.338322535,0.049547708,0.265542142,0.346587615,0.788341252,1.781578217
2025-11-30T07:28:36.665296,6,4.949692812,1.017075971,-0.025084901,-0.013729505,-0.068389351,normal,00,0.361852618,0.202417985,0.099800079,0.335929318,0.618261977,1.857649254
