timestamp,input_text,d_s,d_o,delta_psi,delta_phi,R,kappa,B,lambda,tau,entropy,noise,L,phi_real,phi_re,phi_im,phi_jump,collapse,outcome_s,outcome_o,delta_psi_post,delta_phi_post,R_post,kappa_post,B_post,lambda_post,tau_post,entropy_post,noise_post,L_post,phi_real_post,phi_re_post,phi_im_post,phi_jump_post
"2025-11-30T14:17:08.786288","i am a payphone",0.32000000000000006,0.8,0.5681606723957382,1.168672467135403,0.3000531445751886,0.8332844762004974,0.0,1.0,0.1853331999081395,0.9451054244126187,0.1340537639102748,15,1.168672467135403,0.39137366683720254,0.9202318473658703,0.0,"object-dominant",1,0,0.7996529172205568,1.4325662500369458,0.10942170142603604,0.7036700016911682,0.0,1.0,0.20935816942801874,0.9513118343844534,0.34511560789726037,17,1.4325662500369458,0.13779029068463797,0.9904614256966512,0.26389378290154286
